EMPLID,MANAGER_ID,GRADE
85258,57562,3
57562,32324,5
36491,39449,5
67348,36491,4
60921,36491,4
46862,36491,4
108217,36491,3
74260,36491,2
197186,36491,2
115915,36491,2
91959,36491,2
146993,36491,2
122648,36491,2
197152,36491,2
171371,36491,2
77297,36491,2
183657,36491,2
105270,36491,2
181750,36491,2
146910,36491,3
167379,36491,3
106096,36491,3
123067,36491,3
209338,36491,3
167064,36491,3
183400,36491,3
196303,36491,3
209593,36491,3
196311,36491,3
80622,36491,3
194464,36491,3
168278,36491,3
145755,36491,3
167155,36491,3
225615,36491,3
115303,36491,3
128066,36491,3
104893,36491,3
167965,36491,3
188599,36491,3
172247,36491,3
180513,36491,3
145698,36491,3
235002,36491,3
212076,36491,3
146696,36491,3
200113,36491,3
196329,36491,3
196295,36491,3
123679,36491,3
67132,32780,5
106419,67132,4
137059,67132,4
193177,67132,3
76778,67132,3
158097,67132,3
219618,67132,3
199661,67132,3
125302,67132,3
166157,67132,3
168690,67132,3
207654,67132,3
194241,67132,3
105296,67132,3
99697,67132,3
167171,67132,3
127498,67132,3
105288,67132,3
145953,67132,3
153312,67132,3
96636,67132,3
171769,67132,3
94870,67132,3
149914,67132,3
209742,67132,3
134908,67132,2
102582,67132,2
111609,67132,2
102574,67132,2
65599,67132,2
21569,67132,2
1797,67132,2
187625,67132,2
46607,67132,2
146845,67132,2
146894,67132,2
113985,81950,3
41731,81950,3
81950,37235,5
104182,81950,1
187559,81950,1
195628,81950,1
221044,81950,1
114207,81950,1
118885,81950,1
126540,81950,1
102566,81950,1
126193,81950,1
126797,81950,1
227918,81950,1
103648,81950,1
40865,81950,1
136937,81950,1
220798,81950,1
105908,81950,1
226985,81950,1
221622,81950,1
2167,81950,1
60962,81950,1
40154,81950,3
198747,81950,2
94797,81950,2
134742,81950,2
67694,81950,2
63123,81950,2
94805,81950,2
71407,81950,2
171405,81950,2
51375,81950,2
1878,81950,2
63222,81950,2
44867,81950,2
108787,81950,2
126920,81950,2
60954,81950,2
60301,81950,4
198994,213348,8
140905,65318,2
196527,65318,2
71563,65318,2
168773,65318,2
109579,65318,2
65318,51557,5
52589,65318,3
131516,65318,3
202259,65318,3
112300,65318,3
132506,65318,3
44115,65318,3
159681,65318,3
118216,65318,3
129817,65318,3
230284,65318,3
131623,65318,3
212720,65318,3
74583,65318,3
231126,65318,3
229930,65318,3
135574,65318,3
203935,65318,3
1666,65318,3
200873,65318,3
229153,65318,3
148114,65318,3
94201,65318,3
47522,65318,3
170183,65318,3
147785,65318,3
229591,65318,4
75846,65318,4
57687,65318,4
209916,65318,4
6111,198994,5
132555,213348,8
44446,132555,3
121855,165498,1
134528,165498,1
122127,165498,1
158394,165498,1
102780,165498,1
183558,165498,1
232694,165498,1
121764,165498,1
171629,165498,1
226852,165498,1
177550,165498,1
121806,165498,1
177576,165498,1
134866,165498,1
134825,165498,1
70938,165498,1
177667,165498,1
214239,165498,1
70680,165498,4
96172,165498,4
86082,165498,4
165498,132555,6
58644,165498,1
188615,165498,1
59543,165498,1
106633,165498,1
110882,165498,1
106708,165498,1
214213,165498,1
226159,165498,3
232843,165498,3
188482,165498,3
181990,165498,3
42507,165498,3
231928,165498,3
171751,165498,3
167825,165498,3
181974,165498,3
33744,165498,3
229971,165498,3
229963,165498,3
197699,165498,3
96529,165498,3
124487,165498,3
186536,165498,3
166397,165498,3
174946,165498,3
171660,165498,3
211508,165498,3
177444,165498,3
109447,165498,3
194811,165498,3
211359,165498,3
157990,165498,3
211425,165498,3
165837,165498,4
75622,165498,4
50344,165498,3
84830,165498,3
35144,165498,2
102350,165498,2
78105,165498,2
102798,165498,2
38223,165498,2
35233,165498,2
126938,165498,2
95471,165498,2
14928,165498,2
34889,165498,2
48710,165498,2
18037,165498,2
1048,165498,2
102764,165498,2
20898,177394,4
55566,177394,4
104414,177394,4
177394,132555,6
48629,132555,5
177287,48629,3
110197,48629,3
34546,132555,5
33980,34546,4
208397,34546,3
166090,34546,3
211029,34546,3
195339,34546,3
75697,34546,3
176990,34546,3
49767,34546,3
176354,34546,3
106021,34546,3
140921,34546,3
221085,31491,4
46102,31491,4
112466,31491,3
168443,31491,3
101451,31491,3
95083,31491,3
63883,31491,3
35974,31491,4
230482,31491,3
221705,31491,3
228916,31491,3
177279,31491,3
195230,31491,3
214205,31491,3
31491,132555,5
104273,31491,4
109298,31491,3
194746,31491,3
94680,31491,3
109074,31491,3
135483,31491,3
107300,28715,4
169730,28715,3
75416,28715,3
194829,28715,3
213686,28715,3
198960,34546,4
140566,34546,4
47555,34546,3
74468,34546,3
213280,78436,7
56879,228650,5
76042,56879,4
62869,56879,4
49528,56879,3
145888,56879,3
177683,56879,3
176644,56879,3
47662,56879,3
144014,56879,3
132035,56879,3
156893,56879,3
145912,56879,3
145854,56879,3
67744,56879,3
191130,56879,3
209221,56879,3
193193,56879,3
110999,27379,4
25335,228650,5
231118,25335,3
178871,25335,3
202218,25335,3
31182,25335,3
224873,25335,3
229575,25335,3
120410,25335,3
84152,25335,3
132902,48264,1
212928,48264,1
233296,48264,1
198341,48264,1
211516,48264,1
48264,228650,5
43125,48264,4
104828,48264,3
41087,48264,3
29101,48264,3
102319,48264,3
230870,48264,3
200329,48264,3
233015,48264,3
206219,48264,3
228874,48264,3
198481,48264,3
233023,48264,3
231894,48264,3
227561,48264,3
24486,48264,2
102756,48264,2
92510,48264,2
112128,48264,2
148486,48264,2
96438,48264,2
135210,48264,2
134627,48264,2
51268,48264,2
184523,48264,2
47704,48264,3
45534,48264,3
182485,48264,3
77859,48264,3
8105,48264,3
26242,48264,3
101840,48264,3
19570,48264,3
71951,48264,3
202572,48264,3
74666,228650,5
96305,74666,4
95745,74666,4
131458,74666,3
193359,74666,3
177303,74666,3
179333,74666,3
193409,74666,3
75564,74666,3
169714,74666,3
156760,74666,3
193003,74666,3
145896,74666,3
209205,74666,3
166207,74666,3
56895,228650,5
67447,56895,4
95703,56895,4
15623,56895,3
3333,56895,3
193045,56895,3
233114,56895,3
230326,56895,3
233130,56895,3
80796,56895,3
108282,56895,3
166173,56895,3
193052,56895,3
41897,56895,3
100701,56895,3
188177,56895,3
156851,56895,3
177469,56895,3
79657,56895,3
84814,56895,3
233122,56895,3
233148,56895,3
166181,56895,3
187476,56895,3
96156,56895,3
143966,56895,3
176651,56895,3
233106,56895,3
49510,56895,3
233098,56895,3
177311,56895,3
166116,56895,3
209197,56895,3
27484,56895,3
233999,56895,3
28252,27379,5
62851,28252,4
96784,28252,3
123737,28252,3
78436,213348,8
162198,78436,3
228650,27379,6
115428,228650,3
27379,213348,8
84137,27379,5
207969,84137,3
202176,25335,3
165696,25335,3
207662,25335,3
196758,25335,3
179143,25335,3
133462,25335,3
164541,25335,3
157446,25335,3
106542,25335,3
211763,25335,3
117671,25335,3
189753,62844,1
148544,62844,1
232876,62844,1
233304,62844,1
148536,62844,1
62844,228650,5
21894,62844,4
109686,62844,4
210419,62844,3
123851,62844,3
232363,62844,3
210310,62844,3
37049,62844,3
193029,62844,3
143909,62844,3
179242,62844,3
207571,62844,3
193037,62844,3
232579,62844,3
223792,62844,3
224949,62844,3
21810,62844,3
206367,62844,3
133165,62844,3
132068,62844,3
206391,62844,3
220590,62844,3
179945,62844,3
20856,62844,3
209247,62844,3
210997,62844,3
125518,62844,2
74658,62844,2
48330,62844,2
180737,62844,3
38435,62844,3
26496,62844,3
27361,62844,3
183715,27379,4
42945,228650,5
56887,42945,4
222075,42945,3
206409,42945,3
66159,42945,3
133496,42945,3
220517,42945,3
45476,42945,3
176586,42945,3
212886,42945,3
192864,42945,3
231191,42945,3
177881,42945,3
230532,42945,3
169219,25335,3
195354,25335,3
127266,192120,5
77909,127266,4
131581,213348,8
133066,127266,3
211045,127266,3
195719,127266,3
225854,127266,3
109322,127266,3
37031,127266,3
212977,127266,3
166363,127266,3
95026,127266,3
192070,127266,3
66464,127266,3
186221,127266,3
31158,127266,3
180539,127266,3
63461,127266,3
132498,127266,3
167809,127266,3
36988,127266,3
214577,127266,3
214254,127266,3
31734,127266,3
199513,127266,3
199273,127266,3
211581,127266,3
211060,127266,3
135376,127266,3
210492,127266,3
212852,127266,3
100263,127266,3
72371,127266,3
211078,127266,3
37617,127266,3
18605,127266,3
125724,127266,3
211193,127266,3
207886,127266,3
72512,127266,3
232017,127266,3
195701,127266,3
107771,127266,3
211441,127266,3
31881,127266,3
232140,127266,3
232165,127266,3
232058,127266,3
222562,127266,3
195677,127266,3
234559,127266,3
232132,127266,3
232124,127266,3
211201,127266,3
186148,127266,3
195594,127266,3
218982,127266,3
233312,127266,3
232587,127266,3
211334,127266,3
225300,127266,3
206987,127266,3
189589,127266,3
232033,127266,3
118554,127266,3
211391,127266,3
234781,127266,3
196204,127266,3
232025,127266,3
195545,127266,3
233775,127266,3
228858,127266,3
207597,127266,3
232041,127266,3
195693,127266,3
222042,127266,3
115097,127266,3
27133,127266,4
38045,127266,4
126730,127266,4
131375,192120,5
41640,131375,3
62489,131375,3
195644,131375,3
166017,131375,3
85571,131375,3
69187,131375,3
69179,131375,3
27175,131375,3
168815,131375,3
38655,131375,3
68841,131375,3
198705,131375,3
64477,131375,3
171983,131375,3
195685,131375,3
118943,131375,3
192120,131581,6
33817,131581,6
78386,33817,4
129718,42663,5
72694,129718,4
165308,129718,4
59642,129718,4
81786,129718,4
204289,129718,1
233031,129718,1
195552,129718,1
199398,129718,1
212944,129718,1
125864,129718,3
227512,129718,3
224766,129718,3
69542,129718,3
54924,129718,3
126698,129718,3
229955,129718,3
37780,129718,3
223933,129718,3
199323,129718,3
13142,129718,3
133603,129718,3
59493,129718,3
226928,129718,3
139352,129718,3
150912,129718,3
124321,129718,3
109660,129718,3
38061,129718,3
23202,129718,3
186767,129718,3
147892,129718,3
125633,129718,3
146316,129718,3
99390,129718,3
56846,129718,3
224956,129718,3
123125,129718,3
179812,129718,3
75861,129718,3
223958,129718,3
203406,129718,3
19392,129718,3
78345,129718,3
40220,129718,3
59279,129718,3
43141,129718,3
37489,129718,3
37497,129718,3
108134,129718,3
108142,129718,3
66951,129718,3
27183,129718,3
190538,129718,3
211540,129718,3
194712,129718,3
212951,129718,3
211557,129718,3
179176,129718,3
98921,129718,3
229534,129718,3
233759,129718,3
222497,129718,3
104133,129718,3
196824,129718,3
232108,129718,3
93286,129718,3
85514,129718,3
230631,129718,3
228056,129718,3
64014,129718,3
171785,129718,3
232157,129718,3
232090,129718,3
233320,129718,3
156059,129718,3
233338,129718,3
197558,129718,3
220566,129718,3
232009,129718,3
233346,129718,3
179986,129718,3
233353,129718,3
42515,129718,3
167932,129718,3
211805,129718,3
145847,129718,3
222661,129718,3
196857,129718,3
206516,129718,3
222570,129718,3
232116,129718,3
15908,129718,4
36328,129718,4
38118,129718,4
42663,131581,6
168286,36580,4
160473,36580,4
177964,36580,3
149849,36580,3
212936,36580,3
70292,36580,3
85191,36580,3
106716,36580,3
105791,36580,3
161364,36580,3
230029,36580,3
218453,36580,3
36580,217208,8
51557,61192,6
189670,051557   ,3
196428,051557   ,3
165712,051557   ,3
136226,051557   ,3
201442,051557   ,3
24745,051557   ,3
200691,051557   ,3
45450,051557   ,3
202952,051557   ,3
202028,051557   ,3
137588,051557   ,3
229096,051557   ,4
68262,051557   ,4
61192,211128,8
81836,131581,6
147553,81836,4
64196,81836,4
167239,81836,4
51011,81836,4
96701,81836,4
70573,81836,4
108506,81836,4
109249,81836,4
157362,81836,4
83147,81836,4
131805,81836,3
66282,38419,5
205914,66282,3
179804,66282,3
180323,66282,3
206326,66282,3
124719,66282,3
172569,66282,3
198135,66282,3
210575,66282,3
140004,66282,3
100354,66282,3
196592,66282,3
186783,66282,3
82479,66282,3
180562,66282,3
201335,66282,3
65193,213348,7
210757,65193,3
32772,38419,4
38419,65193,6
234302,38419,3
31344,38419,3
178863,38419,3
215673,38419,3
177857,38419,3
206144,38419,3
215434,38419,3
33231,38419,3
98830,38419,3
139964,38419,3
129130,38419,3
72967,38419,3
92239,38419,3
71399,38419,3
33655,65193,5
60657,33655,4
115345,33655,4
174045,33655,4
157552,33655,3
202101,33655,3
167957,33655,3
209809,33655,3
197921,33655,3
124271,33655,3
159715,33655,3
211235,33655,3
105866,33655,3
83790,33655,3
179929,33655,3
114140,33655,3
197822,33655,3
82487,33655,3
197947,33655,3
201038,33655,3
172270,33655,3
170720,33655,3
197509,33655,3
171330,33655,3
82495,33655,3
105221,33655,3
83519,33655,3
83808,33655,3
196675,33655,3
136911,33655,3
106591,33655,3
65045,33655,3
114058,33655,3
108225,33655,3
201814,33655,3
187971,33655,3
227785,33655,3
128819,33655,3
200261,33655,3
83824,33655,3
210583,33655,3
211110,33655,3
190181,33655,3
178442,33655,3
182014,65201,1
77214,65201,1
136788,65201,1
215897,65201,1
197954,65201,1
171512,65201,1
230102,65201,1
182055,65201,1
215905,65201,1
65201,65193,5
144006,65201,4
83949,65201,4
160408,65201,3
191361,65201,3
129379,65201,3
68049,65201,3
154732,65201,3
112003,65201,3
51938,65201,3
86207,65201,3
38299,65201,3
112136,65201,3
50369,65201,3
33126,65201,3
191478,65201,3
99895,65201,3
111336,65201,3
193391,65201,3
156992,65201,3
180349,65201,3
204958,65201,3
173468,65201,3
141671,65201,3
184226,65201,3
204263,65201,3
198242,65201,3
94763,65201,3
134361,65201,3
203885,65201,3
