EMPLID,MANAGER_ID,GRADE
84897,65201,3
80390,65201,3
198861,65201,3
109637,65201,3
197749,65201,3
177766,65201,3
135194,65201,3
80291,65201,3
105734,65201,3
159723,65201,3
52688,65201,3
144071,65201,3
131797,65201,3
73114,65201,3
67173,65201,3
172924,65201,3
197939,65201,3
177717,65201,3
200535,65201,3
107938,219154,4
13702,219154,3
37405,219154,3
212845,219154,3
10869,219154,3
29460,219154,3
229351,219154,3
219154,81836,5
10518,219154,5
40394,25864,5
59667,40394,4
84764,40394,4
50781,40394,4
196220,40394,3
92585,40394,2
61408,40394,2
38702,40394,2
207316,40394,2
9143,40394,2
10291,40394,2
134973,40394,2
171363,40394,2
183764,40394,2
116004,40394,2
194670,40394,3
213371,40394,3
156901,40394,3
208405,40394,3
188136,40394,3
133884,40394,3
172130,40394,3
172841,40394,3
187310,40394,3
98343,40394,3
152843,40394,3
146860,40394,3
133330,40394,3
109835,40394,3
121582,40394,3
150771,40394,3
194142,40394,3
93856,40394,3
226431,40394,3
194662,40394,3
209106,40394,3
194878,40394,3
127365,40394,3
176065,40394,3
209098,40394,3
131896,40394,3
52761,40394,3
175992,40394,3
183756,40394,3
171819,40394,3
234567,40394,2
165266,40394,2
153668,40394,2
47688,40394,2
233791,40394,2
117010,40394,2
208462,40394,2
193458,40394,2
60723,40394,2
151100,40394,2
47431,40394,2
22298,40394,4
72611,40394,3
137703,40394,2
196345,40394,2
159160,40394,2
127837,40394,2
107623,40394,2
233361,40394,2
222778,40394,2
234328,40394,2
148478,40394,2
118273,40394,2
116780,79756,3
79756,16514,5
164426,79756,3
101329,79756,2
104356,79756,2
80283,79756,3
145821,40584,4
157206,40584,4
187518,40584,4
139782,40584,3
122481,40584,3
39415,40584,3
92312,40584,3
45252,40584,3
133751,40584,3
46474,40584,3
224501,40584,3
57000,40584,3
101295,40584,3
43810,40584,3
213538,40584,3
158543,40584,3
44859,40584,3
200055,40584,3
228635,40584,3
228965,40584,3
51607,40584,3
151134,40584,3
228627,40584,3
151431,40584,3
134023,40584,3
63172,40584,2
72769,40584,2
102673,40584,2
74237,40584,2
67322,40584,2
66209,40584,2
60533,40584,2
29428,40584,2
116111,40584,2
134544,40584,2
146878,40584,2
154609,40584,2
172601,40584,3
210625,40584,3
196048,40584,3
40584,25864,6
25301,644,4
28228,644,4
165522,644,4
148932,644,4
131821,644,4
45559,644,4
33621,644,4
125807,644,4
131946,644,4
214619,644,4
173419,644,4
198424,644,4
71712,644,4
35990,644,4
41053,644,4
153957,644,4
97212,644,4
79285,644,4
58859,644,4
217109,644,4
117598,644,5
15576,644,5
52308,42010,1
60798,42010,1
42010,59113,5
201764,42010,4
158055,42010,4
41996,42010,4
173047,42010,3
192047,42010,2
42002,42010,3
157255,42010,3
132837,42010,3
32976,42010,3
62091,42010,3
59840,42010,3
165910,42010,3
156976,42010,3
26446,42010,3
208652,42010,3
9444,14350,1
14350,59113,5
63552,14350,4
63602,14350,4
76588,14350,3
172395,14350,3
180760,14350,3
127316,14350,3
231563,14350,3
67421,14350,3
112110,14350,3
175521,14350,3
169102,14350,3
102269,14350,4
115477,14350,2
61044,14350,2
231795,14350,2
139725,14350,2
105601,14350,2
210864,14350,2
175547,14350,3
15827,14350,3
117531,14350,3
211854,14350,3
169979,14350,3
50450,14350,3
18809,14350,3
203216,14350,3
198804,14350,3
9452,14350,2
129205,14350,2
107482,69633,3
227348,69633,3
210146,69633,1
140996,69633,1
233387,69633,1
188862,69633,1
167270,69633,1
209379,69633,1
231951,69633,1
222760,69633,1
69633,156612,5
94409,69633,4
232397,69633,3
228270,69633,3
146258,69633,3
226613,69633,3
77727,69633,3
110049,69633,3
108605,69633,3
111591,69633,3
41178,69633,3
226647,69633,3
118133,69633,3
202085,69633,3
194449,69633,3
180612,69633,3
235044,69633,3
127407,69633,3
165332,69633,3
126425,69633,3
59824,69633,3
164616,69633,3
202978,69633,3
51896,69633,3
133967,69633,3
195636,69633,3
101220,69633,3
119065,69633,3
52753,69633,3
211862,69633,3
188540,69633,3
233569,69633,3
199638,69633,3
201079,69633,3
230623,69633,3
55988,69633,3
168781,69633,3
194373,69633,3
194092,69633,3
211037,69633,3
226183,69633,3
223974,69633,3
24339,69633,3
165738,69633,3
120568,69633,3
204297,69633,3
198515,69633,3
188870,69633,3
94433,69633,3
172064,69633,3
172999,69633,3
191197,69633,3
172981,69633,3
187997,69633,3
111948,69633,3
230755,69633,3
169516,69633,3
98731,69633,3
224113,69633,3
177568,69633,3
178608,69633,3
46227,69633,3
45724,69633,3
15835,69633,3
45658,69633,3
59618,69633,3
46201,69633,3
230417,69633,3
127159,69633,3
173864,69633,3
234575,69633,3
68189,69633,3
133553,69633,3
139774,69633,2
76927,69633,2
146340,69633,2
101782,69633,2
109736,69633,2
111385,69633,2
215152,69633,2
215665,69633,2
73049,69633,2
84889,69633,2
197137,69633,2
85159,69633,2
77719,69633,2
227983,69633,3
51995,69633,3
103440,69633,3
123646,69633,3
121392,69633,3
102335,69633,3
120600,69633,3
77263,69633,3
118331,69633,3
222604,69633,3
228262,69633,3
158535,69633,3
224071,69633,3
112102,69633,2
115980,69633,2
129197,69633,2
122234,69633,2
122002,69633,2
129346,69633,2
134809,69633,2
115840,69633,2
134858,69633,2
111518,69633,2
129304,69633,2
74021,69633,2
8058,69633,4
95604,108449,5
112714,95604,4
37625,95604,3
70557,95604,3
202234,95604,3
228890,95604,3
193714,95604,3
234989,95604,3
98392,95604,3
189563,95604,3
233809,95604,3
75986,95604,2
55715,95604,2
36637,95604,2
183681,95604,2
111617,95604,2
42259,95604,2
188748,95604,3
178905,95604,3
226167,95604,3
167635,40550,3
28537,40550,4
44008,40550,2
1111,40550,2
209254,40550,3
84749,40550,3
231159,40550,3
109793,40550,4
112599,40550,3
205872,40550,3
118752,40550,3
194175,40550,3
118844,40550,3
120741,40550,3
109777,40550,3
232553,40550,3
120675,40550,3
40550,40584,5
198275,40550,3
229179,40550,3
197376,40550,2
158493,40550,2
197343,40550,2
210849,40550,2
197236,40550,2
209130,40550,3
208595,40550,3
43133,40550,3
208538,40550,3
221804,40550,3
168260,40550,3
194506,40550,3
122721,57885,4
213611,57885,3
214007,57885,3
115493,57885,3
212787,57885,3
206698,57885,3
213512,57885,3
112516,57885,3
196964,57885,3
77248,26886,3
49361,26886,3
136341,26886,3
71738,26886,3
26886,644,6
58131,26886,1
48678,26886,1
45096,26886,1
48546,26886,4
96313,26886,4
124883,26886,4
147462,26886,4
82164,26886,4
60772,26886,4
208959,26886,3
124610,26886,3
153114,26886,3
206318,26886,3
146506,26886,3
166413,26886,3
178947,26886,3
210427,26886,3
169870,26886,3
109454,26886,3
51847,26886,3
169193,26886,3
194183,26886,3
228007,26886,3
234930,26886,3
57513,26886,3
15128,26886,3
138990,26886,3
127746,26886,3
27400,26886,3
35110,26886,3
187286,26886,3
45732,26886,3
172767,26886,3
186494,26886,3
199646,26886,3
111781,26886,3
104190,26886,3
102400,26886,3
32918,26886,3
146266,26886,3
187989,26886,3
29208,26886,3
179366,26886,3
57117,26886,2
74195,26886,2
101394,26886,2
54908,26886,2
102848,26886,2
80341,26886,2
39766,26886,2
207373,26886,2
47134,26886,2
81968,26886,2
68759,26886,2
210070,26886,2
55780,26886,2
55558,26886,2
32950,26886,2
141135,26886,3
195966,26886,3
71290,26886,3
178806,26886,3
178848,26886,3
194191,26886,3
132514,26886,3
99028,26886,3
187294,26886,3
210203,26886,3
158808,26886,3
30869,26886,2
2230,57885,1
57885,39449,5
131235,57885,4
120071,57885,4
76802,57885,3
22400,57885,3
179226,57885,3
173229,57885,3
55186,57885,3
146498,57885,3
146662,57885,3
179077,57885,3
92528,57885,3
47118,57885,3
19279,57885,3
234948,57885,3
18370,57885,3
20848,57885,3
39708,57885,3
31718,57885,3
206706,57885,3
34342,57885,3
63792,57885,3
102459,57885,2
189472,57885,2
52811,57885,2
204545,57885,2
209403,57885,2
170373,57885,2
179275,57885,2
134692,57885,2
111567,57885,2
197194,57885,2
122267,57885,2
50997,57885,2
45328,57885,2
146043,57885,3
67231,57885,3
202887,57885,3
226811,57885,3
211474,57885,3
200717,57885,3
145946,57885,3
226423,57885,3
190009,57885,3
187633,57885,3
226340,57885,3
199356,57885,3
40030,19449,5
130922,40030,4
203174,40030,3
134320,40030,3
122333,40030,3
216119,40030,3
102178,40030,3
163006,40030,3
147645,40030,3
44909,40030,3
146217,40030,3
177741,40030,3
45344,40030,2
111625,40030,2
84467,40030,2
171280,40030,2
105486,40030,2
116723,40030,3
194597,40030,3
225797,40030,3
179705,40030,3
166256,40030,3
215178,40030,3
230300,40030,3
208439,40030,4
28715,16077,6
42655,028715,4
74781,028715,4
75119,028715,4
51664,028715,3
225839,028715,3
200345,028715,3
111526,028715,3
44065,028715,3
213801,028715,3
211888,028715,3
56978,028715,3
189324,028715,3
38671,028715,3
41574,028715,3
207415,028715,3
217448,028715,3
80465,028715,3
224832,028715,3
45369,028715,2
124131,028715,2
58164,028715,2
39855,028715,2
58149,028715,2
102533,028715,2
124446,028715,2
31912,028715,2
18388,028715,2
45708,028715,2
69583,028715,2
86066,028715,2
197160,028715,2
177840,028715,3
175786,028715,3
202895,028715,3
217646,028715,3
196014,028715,3
177014,028715,3
221986,028715,3
192013,028715,3
122622,028715,3
198416,028715,3
199539,028715,3
11263,028715,2
70227,028715,2
129312,028715,2
76554,028715,2
45542,028715,2
57026,028715,2
211730,25369,1
79608,25369,1
112896,25369,1
169391,25369,1
207100,25369,1
104737,25369,1
83907,25369,1
25369,016077,5
113449,25369,4
73528,25369,4
67215,25369,4
77818,25369,3
65656,25369,3
200105,25369,3
30990,25369,3
199919,25369,3
207589,25369,3
46276,25369,3
68304,25369,3
58016,25369,3
59311,25369,3
95562,25369,3
75887,25369,2
73825,25369,2
83881,25369,2
154575,25369,2
207357,25369,2
207290,25369,2
94995,25369,2
73817,25369,2
116103,25369,2
112508,25369,2
75994,25369,2
104471,25369,2
200022,25369,2
183525,25369,2
111435,25369,2
32764,25369,2
41251,25369,2
113845,25369,3
178673,25369,3
152447,25369,3
190199,25369,3
166827,25369,3
101857,25369,3
222745,25369,3
167205,25369,3
154104,25369,3
195974,25369,3
209056,25369,3
73833,25369,2
40667,25369,2
46292,25369,2
30712,25369,2
14481,25369,2
44073,25369,2
45641,25369,2
75895,25369,2
74211,25369,2
68312,25369,2
15869,25369,2
58222,25369,2
51839,32780,5
61309,51839,4
37023,51839,3
69526,51839,3
71084,51839,3
213181,51839,3
186577,51839,3
178525,51839,3
185785,51839,3
127126,51839,3
170969,51839,3
22832,51839,2
102525,51839,2
83980,51839,2
197087,51839,2
46144,51839,2
100321,51839,2
181602,51839,2
210500,51839,3
230003,51839,3
133983,51839,3
212811,51839,3
136986,51839,3
61127,51839,2
134734,51839,2
42267,51839,2
57554,108449,5
44255,57554,3
32366,57554,3
183640,57554,3
210773,57554,3
68544,57554,3
229906,57554,3
52779,57554,3
49973,57554,3
55889,57554,3
201830,57554,3
32285,57554,3
158014,57554,3
48637,57554,3
103424,57554,3
26543,57554,3
222018,57554,3
115964,57554,3
80440,57554,2
61556,57554,2
198234,57554,2
40659,57554,2
79921,57554,2
169425,57554,2
113704,57554,2
63677,57554,2
177436,57554,2
197095,57554,2
208363,57554,2
225284,57554,2
43208,57554,2
55327,57554,2
121483,57554,2
139436,57554,2
121863,57554,2
122143,57554,2
197228,57554,2
121970,57554,2
139527,57554,2
27191,57554,2
179556,57554,2
197400,57554,2
67462,57554,2
82727,57554,2
90860,57554,2
167742,57554,2
24509,57554,2
50351,57554,2
181867,57554,2
43224,57554,2
169334,57554,2
122093,57554,2
113712,57554,2
49650,38419,5
211417,49650,3
186668,49650,3
211409,49650,3
159566,49650,3
102327,49650,3
18477,76844,1
76844,28618,5
201277,76844,3
83030,76844,3
231878,76844,3
77693,76844,3
69104,76844,3
158295,76844,3
74302,76844,3
83097,76844,3
199430,76844,3
139501,76844,3
77198,76844,3
122358,76844,3
158253,76844,3
32502,76844,3
102509,76844,3
125120,76844,3
157800,76844,3
151357,76844,3
78113,76844,3
134650,76844,2
183665,76844,2
44388,76844,2
165001,76844,3
66134,76844,3
224550,76844,3
168211,76844,3
209452,76844,3
64808,76844,2
134502,76844,2
30348,26886,5
64188,30348,4
114009,30348,3
195032,30348,3
211433,30348,3
179853,30348,3
165787,30348,3
64790,30348,3
62919,30348,3
118307,30348,3
68379,30348,3
49437,30348,3
198069,30348,3
44933,30348,3
211177,30348,3
172106,30348,3
197103,30348,2
200030,30348,2
83261,30348,2
75929,30348,2
171421,30348,2
171413,30348,2
60277,30348,2
233858,30348,2
105437,30348,2
189118,30348,2
200816,30348,2
160580,30348,3
190520,30348,3
208611,30348,3
212910,30348,3
195065,30348,3
198853,30348,3
97337,30348,3
230805,30348,3
115931,30348,2
46839,59113,6
81406,46839,1
66431,46839,4
169128,46839,4
65748,46839,3
58214,46839,3
67702,46839,3
165472,46839,3
52274,46839,3
38786,46839,3
181040,46839,3
65094,46839,3
92015,46839,3
135186,46839,3
146134,46839,3
72926,46839,3
195040,46839,3
199554,46839,3
169573,46839,3
134312,46839,3
136762,46839,3
65839,46839,2
194431,46839,2
73692,46839,2
96362,46839,2
74229,46839,2
135004,46839,2
29062,46839,2
70094,46839,2
68890,46839,2
122028,46839,2
194803,46839,3
187641,46839,3
167213,46839,3
129619,46839,3
205997,46839,3
187922,46839,3
206854,46839,3
179820,46839,3
206953,46839,3
172312,46839,3
190637,46839,3
64204,019449 ,5
226118,64204,3
30835,64204,3
170688,64204,3
28016,64204,3
163055,64204,3
179671,64204,3
190983,64204,3
178582,64204,3
157859,64204,3
151449,64204,3
75788,64204,2
71944,64204,2
146449,64204,2
227850,64204,3
138370,64204,3
226860,64204,3
161943,64204,3
169532,64204,3
175604,64204,4
128256,39473,1
39473,59113,5
157438,39473,4
98657,39473,4
45161,39473,3
199471,39473,3
229328,39473,3
213223,39473,3
217281,39473,3
127076,39473,3
215236,39473,3
197541,39473,3
193995,39473,3
233627,39473,3
233536,39473,3
199281,39473,3
233643,39473,3
61226,39473,2
31475,39473,2
104521,39473,2
68387,39473,2
138701,39473,2
35746,39473,2
177071,39473,3
210104,39473,3
178830,39473,3
221994,39473,3
128231,39473,3
133181,39473,3
210302,39473,3
210153,39473,3
209015,39473,3
200543,39473,3
134718,39473,2
43521,39473,2
122259,39473,2
51888,019449,5
64048,019449,4
32984,019449,3
193664,019449,3
195214,019449,3
195404,019449,3
83345,019449,3
51565,019449,2
104364,019449,3
117127,019449,3
206482,019449,3
203166,019449,4
208884,67132,3
209072,67132,3
209155,67132,3
96537,76844,4
189076,76844,2
25521,76844,3
51870,20301,4
112979,20301,3
98509,20301,3
207449,20301,1
210617,20301,1
133793,20301,3
71779,20301,3
82925,20301,2
158428,20301,2
82230,20301,3
168294,20301,3
169698,20301,3
208355,20301,3
220277,20301,2
190835,20301,2
130823,20301,3
186163,20301,3
130203,229633,9
223552,229633,9
164152,229633,6
230557,229633,6
133025,93435,3
118349,93435,4
188839,66027,1
66027,152553,5
48207,66027,3
107821,66027,3
152553,228593,6
55863,226407,5
199372,55863,3
234195,55863,3
212795,55863,3
143743,55863,4
226407,233528,8
36093,228593,6
140152,36093,3
86488,36093,5
86694,86488,3
86496,86488,3
86504,86488,3
86512,86488,3
135095,84236,4
84236,83113,5
233080,84236,1
229617,84236,1
160358,84236,2
74930,84236,2
228346,84236,1
186957,84236,1
40808,84236,2
74914,84236,2
124115,84236,2
198366,84236,1
158972,84236,2
85910,84236,2
203109,84236,1
74559,84236,2
200196,84236,1
159079,84236,2
217562,84236,1
43083,84236,1
57695,84236,1
48447,84236,2
85936,84236,2
223867,84236,1
189704,84236,1
196519,84236,1
166041,84236,2
109744,84236,2
117515,84236,2
109363,84236,2
232645,84236,1
234971,84236,1
189803,84236,1
34902,84236,1
172098,84236,2
138727,84236,2
224162,84236,1
234955,84236,1
227157,84236,1
195560,84236,1
135566,84236,2
85928,84236,2
201244,84236,1
206789,84236,1
47423,84236,2
148320,84236,2
213306,84236,1
109959,84236,1
216101,84236,1
222646,84236,1
172346,84236,2
56986,84236,2
216267,84236,1
110015,84236,1
203026,84236,1
188268,84236,1
229344,84236,1
99952,84236,2
172056,84236,2
112656,84236,2
200212,84236,1
66548,84236,1
124289,84236,2
233601,84236,1
211490,84236,1
99978,84236,2
227140,84236,1
45583,84236,2
73221,84236,2
36182,84236,2
112235,84236,2
56721,84236,1
223966,84236,1
200204,84236,1
223826,84236,1
232652,84236,1
191841,84236,1
198754,84236,1
184788,84236,1
41566,84236,2
39902,84236,2
38540,84236,1
213314,84236,1
49882,84236,2
111872,84236,2
204123,84236,1
233411,84236,1
165746,84236,2
170084,84236,1
190785,84236,1
203125,84236,1
206532,84236,1
223941,84236,1
44768,84236,1
188193,84236,1
232678,84236,1
184218,84236,1
43158,84236,4
30500,84236,4
52399,83113,5
170159,52399,3
233585,52399,3
136960,52399,3
106666,52399,3
221036,52399,3
208801,52399,3
111328,52399,3
184317,52399,3
170738,52399,3
168765,52399,4
191825,36093,1
213678,36093,1
184267,36093,1
201947,36093,1
154005,36093,1
119255,36093,1
207282,36093,1
227553,36093,1
225367,36093,1
77925,36093,1
230292,36093,1
176529,36093,1
37201,36093,1
79582,36093,1
73460,36093,1
218446,36093,1
39805,36093,1
77743,36093,1
46284,36093,1
203612,36093,1
74823,36093,1
56713,36093,1
73452,36093,1
203158,36093,1
32015,36093,1
33809,36093,1
179861,36093,1
69799,36093,1
169938,36093,1
228320,36093,1
56697,36093,1
45021,36093,4
24101,36093,4
180018,23977,6
31247,180018,5
97352,31247,4
233908,31247,3
206631,31247,3
214262,31247,3
193946,31247,3
233676,31247,3
233221,31247,3
228023,31247,3
233882,31247,3
194399,31247,3
194415,31247,3
207068,31247,3
230268,31247,3
43703,31247,3
213645,31247,3
232827,31247,3
210393,31247,3
201178,31247,3
230391,31247,3
231605,31247,3
193920,31247,3
233890,31247,3
113258,31247,3
200865,31247,3
232819,31247,3
195453,31247,3
218909,31247,3
58172,31247,3
213660,31247,3
233817,31247,3
111799,31247,3
108183,31247,3
118323,31247,3
81448,31247,3
160143,31247,3
75614,31247,3
177253,31247,3
72934,31247,4
62760,31247,4
179978,180018,5
226092,180018,5
206540,226092,3
227074,226092,3
230714,226092,3
100057,226092,3
186551,226092,4
46086,226092,4
226498,226092,4
194282,226092,4
214643,226092,4
49296,226092,4
228031,226092,4
183772,226092,4
187245,180018,5
227017,187245,3
224907,187245,3
201863,187245,3
209973,187245,3
211938,187245,3
217430,187245,3
225391,187245,3
186528,187245,3
159251,187245,3
226506,187245,3
123034,187245,4
189365,78501,1
201749,78501,3
148445,78501,3
120493,228593,5
194308,120493,3
155507,120493,3
195610,120493,3
124651,120493,4
169243,120493,4
136234,120493,4
35479,106617,1
175240,106617,1
25709,106617,1
88930,106617,1
197004,106617,1
160275,106617,1
68460,106617,1
106617,228593,5
86181,106617,3
117234,106617,3
226449,106617,3
234799,106617,3
226126,106617,3
227124,106617,3
107805,106617,4
107904,106617,4
165464,106617,4
78501,228593,5
46193,78501,3
227546,78501,3
36108,78501,3
155473,78501,4
43489,78501,4
136697,78501,4
73742,78501,4
112219,78501,4
148080,78501,4
129478,139923,6
206862,129478,3
94342,129478,3
203893,129478,3
104158,129478,3
49726,129478,3
139923,213348,8
52431,129478   ,3
192146,129478   ,2
112581,129478   ,3
109389,129478   ,2
188086,129478   ,2
101758,129478   ,2
80523,129478   ,2
52035,129478   ,2
59568,129478   ,2
80556,129478   ,2
73627,129478   ,3
64584,129478   ,3
224154,129478   ,3
228866,129478   ,3
8189,129478   ,5
215038,129478   ,5
136887,129478   ,4
48835,129478   ,4
48801,129478   ,4
108746,129478   ,4
116459,129478   ,4
222992,129478,3
224121,129478,3
233197,129478,3
45005,129478,5
230011,215954,2
167940,215954,2
175737,215954,2
184291,215954,2
211466,215954,2
37421,215954,2
174193,215954,2
175141,215954,2
38095,215954,2
160788,215954,2
125765,215954,2
190116,215954,2
191809,215954,2
170142,215954,2
223784,215954,2
226902,215954,2
191783,215954,2
192005,215954,2
127217,215954,3
137646,215954,3
50203,215954,3
170134,215954,2
83469,215954,2
66175,215954,3
137893,215954,2
232561,215954,2
215954,129478,5
17706,215954,5
52050,215954,4
16946,215954,4
82503,215954,4
225938,215954,4
230110,215954,4
55400,215954,4
112748,215954,4
228593,49684,8
211524,143958,3
224881,143958,3
143958,198994,5
135954,143958,3
49825,223602 ,4
52746,223602 ,5
32293,52746,3
227736,52746,3
32120,52746,3
32675,52746,3
13273,52746,3
100891,52746,3
35314,52746,3
231142,52746,3
70144,52746,3
75663,223602 ,5
131037,75663,3
130641,75663,3
173039,75663,3
214890,75663,3
228833,50179,5
50179,223602,7
160416,50179,5
155234,50179,3
72645,50179,4
211623,211128,6
39570,211623,3
152124,211623,3
79129,211623,3
28985,211623,3
233544,211623,4
46953,98566,5
39350,46953,3
165928,46953,3
9321,46953,3
225862,46953,3
116756,46953,3
231860,46953,3
212746,46953,3
229625,46953,3
229187,46953,3
168401,46953,3
206771,46953,3
174086,46953,3
158733,46953,3
98178,46953,3
16718,46953,3
231902,46953,3
21446,46953,3
7599,46953,3
171967,46953,3
206169,46953,3
45591,46953,3
226936,46953,3
39499,46953,3
226472,46953,3
227058,46953,3
78618,46953,3
74757,46953,3
70698,46953,3
77685,46953,4
59188,46953,4
70706,98566,5
231910,70706,3
201939,70706,3
76604,70706,3
230656,70706,3
63354,70706,3
118372,70706,3
230888,70706,3
230334,70706,3
213397,70706,3
121335,70706,3
230243,70706,3
230524,70706,3
166421,70706,3
54890,70706,3
211003,70706,3
168138,70706,3
230409,70706,3
193425,70706,3
109082,70706,3
228643,70706,3
227322,70706,3
22395,70706,3
36645,70706,3
199869,70706,3
125757,70706,3
81414,70706,3
35259,70706,3
232835,70706,3
35796,70706,3
227108,70706,3
226134,70706,3
80101,70706,3
85274,70706,3
78162,70706,4
78642,70706,4
209478,76976,3
228304,76976,3
218586,76976,3
171314,098566   ,3
106336,098566   ,3
223875,098566   ,3
225342,098566   ,3
7507,098566   ,3
79624,098566   ,3
224212,098566   ,3
34596,098566   ,3
204578,098566   ,3
191205,098566   ,3
16093,098566   ,3
197012,098566   ,3
213405,098566   ,3
36726,098566   ,3
153700,098566   ,3
22337,098566   ,3
81224,098566   ,3
32667,098566   ,4
28121,098566   ,4
159343,098566   ,4
3553,211128,5
115451,211128,5
170712,115451,3
81315,115451,3
165894,115451,3
224899,115451,3
167890,115451,3
209502,115451,3
154724,115451,3
165480,115451,3
51797,115451,3
154138,115451,3
162016,115451,3
111765,115451,3
103119,115451,3
105957,115451,3
34619,115451,3
80093,115451,3
58628,115451,5
17146,115451,4
82685,223602,3
223602,211128,9
98566,211128,6
68668,223602,5
204594,68668,4
67009,68668,5
96834,223602,5
29981,98566,5
226324,29981,3
224451,29981,3
184465,29981,3
233742,29981,3
67371,98566,5
152462,67371,3
131409,67371,3
118661,67371,3
40055,67371,4
28626,211128,5
156638,28626,3
173401,28626,3
63891,28626,4
23252,36629,4
51425,36629,4
85472,36629,4
36629,223602,5
194159,36629,1
46870,36629,3
169094,36629,3
13639,36629,3
70714,36629,3
169292,36629,3
77701,36629,3
174557,36629,3
38605,36629,3
40238,36629,3
36679,36629,3
67595,36629,3
83550,36629,3
101832,36629,3
48561,36629,3
233270,36629,3
127860,36629,3
18558,36629,3
71860,36629,4
26111,36629,4
78097,23359,5
109041,78097,4
140590,78097,4
188409,78097,3
175257,78097,3
234583,78097,3
129171,78097,3
29494,78097,3
224865,78097,3
198002,78097,3
160481,78097,3
40691,78097,3
84699,78097,3
107581,78097,3
18493,78097,3
209874,78097,3
189415,78097,3
107631,78097,3
148379,78097,3
101790,78097,3
25979,23359,5
63289,25979,3
60046,25979,3
52175,25979,4
23359,211128,6
65581,211128,5
19481,65581,4
226068,65581,3
169136,65581,3
163840,65581,3
222190,65581,3
190611,65581,3
199562,65581,3
14758,65581,3
55582,65581,3
170092,65581,3
213413,65581,3
162461,65581,3
147801,65581,3
18045,65581,3
66449,65581,3
158154,65581,3
227504,65581,3
207464,65581,3
206136,65581,3
44552,65581,3
213389,65581,3
210401,65581,3
16603,65581,3
58685,65581,3
179770,65581,3
168062,65581,3
188078,65581,3
210534,65581,3
149492,65581,3
194456,65581,3
135384,65581,3
41442,65581,3
117523,65581,3
169383,65581,3
178798,65581,3
171611,65581,3
198333,65581,3
215863,65581,3
103184,65581,3
171587,65581,3
174672,65581,3
206581,65581,3
165936,65581,3
199836,65581,3
18516,65581,3
111807,65581,3
49460,65581,3
51177,65581,3
147876,65581,3
148825,65581,3
30479,65581,4
107912,65581,4
120584,65581,4
232504,217034,3
199695,217034,4
217034,106278,6
143339,217034,3
214627,217034,4
231175,217034,4
30047,106278,6
126904,30047,3
132027,30047,3
174912,30047,3
162412,30047,3
153064,30047,3
194688,30047,3
106401,30047,3
136739,30047,3
27345,30047,3
71886,30047,3
174870,30047,3
125039,30047,3
51821,30047,3
30071,30047,3
101600,30047,3
233593,30047,5
112292,30047,4
223701,106278,6
70045,223701,4
227728,223701,4
169177,223701,4
214338,223701,4
106278,54585,8
218891,54585,4
230680,106278,4
227777,106278,4
84707,54585,7
58388,84707,4
80119,54585,7
230748,84707,3
6569,84707,6
229658,84707,5
226043,84707,5
191452,84707,5
227033,84707,5
232488,84707,5
62596,84707,5
17659,84707,5
222083,74864,3
69278,74864,3
234997,74864,3
71803,74864,4
74864,61192,5
219360,74864,3
21836,74864,3
107649,74864,3
229583,61192,5
221325,61192,5
93096,229583,3
65136,221325,3
122655,229583,3
45955,229583,3
210336,229583,3
230649,229583,3
109132,229583,3
211789,229583,3
49163,221325,3
81679,229583,4
100909,61192,5
51029,51557,5
187963,51029,3
160507,51029,3
147942,51029,3
28919,51029,3
191189,51029,3
179259,51029,3
209585,124230,4
139576,124230,4
124230,152421,6
214544,124230,6
214817,124230,5
82354,124230,5
233528,213348,10
59600,153452,4
156612,213348,7
108449,37235,7
191163,161786,11
49684,213348,11
161786,96560,12
65250,232496,5
214015,96560,11
213348,161786,11
165639,5076,12
37235,213348,8
96560,5076,12
233981,152421,10
152421,96560,12
227751,96560,12
3642,233528,9
6593,57398,9
41715,96560,8
211128,152421,11
164806,232496,4
222174,232496,4
229633,161786,11
219006,161786,11
65367,213348,8
20301,37235,5
228908,76976,2
137414,76976,4
76976,217208,6
159095,76976,3
44636,76976,3
233247,76976,3
172957,76976,3
180570,76976,3
224527,76976,3
85753,76976,3
212639,217208,8
210252,227025,5
217208,96560,11
169508,173013,4
103960,173013,3
170977,173013,5
189027,178533,6
58354,189027,5
178533,96560,10
206573,178533,3
185777,178533,4
166165,178533,5
46128,36093,1
165761,49684,3
190652,49684,3
79905,49684,4
101196,49684,4
98350,49684,4
34,49684,4
214601,49684,4
191924,49684,4
164798,49684,4
98780,49684,4
115071,49684,4
35160,49684,4
148973,227751,6
188722,161893,3
142794,148973,3
233825,227751,3
85316,148973,5
227025,5076,6
80002,227025,4
229674,227025,4
113787,227751,6
79467,113787,5
94748,113787,5
220426,113787,5
213934,113787,3
229898,113787,5
51581,227751,4
130617,227751,6
189969,229062,5
225953,229062,3
208421,219006,5
174300,219006,7
215020,174300,5
106120,227751,5
161893,227751,7
190066,161893,4
99945,161893,5
185942,161893,5
48983,161893,5
205922,161893,3
101592,161893,3
108670,74526,5
29826,74526,5
211318,29826,3
74526,161786,7
163873,82826,4
82826,74526,6
25864,16077,7
25602,59113,6
43372,16077,7
32780,644,7
644,16514,8
23422,644,5
25424,644,5
16514,161786,11
113423,644,3
228668,644,4
200006,644,3
34449,644,3
161059,644,3
19229,644,3
194217,644,3
50526,644,3
80150,25092,6
198838,25351,3
25351,644,6
44479,43463,4
